studyYear,studyName,locationName,plantingDate,harvestDate,germplasmName,germplasmGeneration,skinColor,observationUnitName,replicate,DAP,avgAirTempF,avgAirTempF_First30,avgRelHumid%,avgRelHumid%_First30,rawTotPrecipIn,avgDailyPrecipIn,calcTotPrecipIn,rawTotPrecipIn_First30,avgDailyPrecipIn_First30,calcTotalPrecipIn_First30, avgSoilTempF , avgSoilTempF_First30, avgSoilMoistm3m3,avgSoilMoistm3m3_First30,avgPltAvailWtrCm3, avgPltAvailWtrCm3_First30,avgPhotoActiveRadMicromolsm2,avgPhotoActiveRadMicromolsm2_First30,PltsHrv_plot ,US1_kgplot ,Can_kgplot ,Jum_kgplot  ,Cul_kgplot   ,Tot_kgplot   ,Com_kgplot
2016,16ADVT0008CUN,CUN,06/16/16,10/18/16,Beauregard,2,#f09151,B94-0014_G2-KADVYT-CUNN-2016-3-5-10,3,124,76.8,78.7,77,74,33.52,0.27,33.25,5.64,0.18,5.46,81.5,84,0.233,0.193,0.085,0.052,454.12,549.7,50,,,,,,
2016,16ADVT0008CUN,CUN,06/16/16,10/18/16,Beauregard,2,#f09151,B94-0014_G2-KADVYT-CUNN-2016-3-5-11,3,124,76.8,78.7,77,74,33.52,0.27,33.25,5.64,0.18,5.46,81.5,84,0.233,0.193,0.085,0.052,454.12,549.7,50,,,,,,
2016,16ADVT0008CUN,CUN,06/16/16,10/18/16,Beauregard,2,#f09151,B94-0014_G2-KADVYT-CUNN-2016-3-5-12,3,124,76.8,78.7,77,74,33.52,0.27,33.25,5.64,0.18,5.46,81.5,84,0.233,0.193,0.085,0.052,454.12,549.7,50,,,,,,
2016,16ADVT0008CUN,CUN,06/16/16,10/18/16,Beauregard,2,#f09151,B94-0014_G2-KADVYT-CUNN-2016-3-5-9,3,124,76.8,78.7,77,74,33.52,0.27,33.25,5.64,0.18,5.46,81.5,84,0.233,0.193,0.085,0.052,454.12,549.7,50,,,,,,
2016,16ADVT0008CUN,CUN,06/16/16,10/18/16,Beauregard,2,#f09151,B94-0014_G2-KADVYT-CUNN-2016-4-8-5,4,124,76.8,78.7,77,74,33.52,0.27,33.25,5.64,0.18,5.46,81.5,84,0.233,0.193,0.085,0.052,454.12,549.7,50,,,,,,
2016,16ADVT0008CUN,CUN,06/16/16,10/18/16,Beauregard,2,#f09151,B94-0014_G2-KADVYT-CUNN-2016-4-8-6,4,124,76.8,78.7,77,74,33.52,0.27,33.25,5.64,0.18,5.46,81.5,84,0.233,0.193,0.085,0.052,454.12,549.7,50,,,,,,
2016,16ADVT0008CUN,CUN,06/16/16,10/18/16,Beauregard,2,#f09151,B94-0014_G2-KADVYT-CUNN-2016-4-8-7,4,124,76.8,78.7,77,74,33.52,0.27,33.25,5.64,0.18,5.46,81.5,84,0.233,0.193,0.085,0.052,454.12,549.7,50,,,,,,
2016,16ADVT0008CUN,CUN,06/16/16,10/18/16,Beauregard,2,#f09151,B94-0014_G2-KADVYT-CUNN-2016-4-8-8,4,124,76.8,78.7,77,74,33.52,0.27,33.25,5.64,0.18,5.46,81.5,84,0.233,0.193,0.085,0.052,454.12,549.7,50,,,,,,
2016,16FRY10037CUN,CUN,06/09/16,10/06/16,Beauregard,2,#f09151,B94-0014_G2-KFRY1-CUNN-2016-1-1-3,1,119,77.9,77.9,76,71,24.06,0.2,23.86,3.91,0.13,3.78,82.5,82.9,0.227,0.187,0.08,0.046,475.75,567.99,20,,,,,,
2016,16FRY10037CUN,CUN,06/09/16,10/06/16,Beauregard,2,#f09151,B94-0014_G2-KFRY1-CUNN-2016-1-1-6,1,119,77.9,77.9,76,71,24.06,0.2,23.86,3.91,0.13,3.78,82.5,82.9,0.227,0.187,0.08,0.046,475.75,567.99,20,18.00792,5.4432,25.1748,4.26384,52.88976,48.62592
2016,16FRY10037CUN,CUN,06/09/16,10/06/16,Beauregard,2,#f09151,B94-0014_G2-KFRY1-CUNN-2016-2-3-3,2,119,77.9,77.9,76,71,24.06,0.2,23.86,3.91,0.13,3.78,82.5,82.9,0.227,0.187,0.08,0.046,475.75,567.99,20,18.46152,3.99168,14.19768,8.57304,45.22392,36.65088
2016,16FRY10037CUN,CUN,06/09/16,10/06/16,Beauregard,2,#f09151,B94-0014_G2-KFRY1-CUNN-2016-2-4-4,2,119,77.9,77.9,76,71,24.06,0.2,23.86,3.91,0.13,3.78,82.5,82.9,0.227,0.187,0.08,0.046,475.75,567.99,20,0,0,0,0,0,36.46944
2016,16FRY10037CUN,CUN,06/09/16,10/06/16,Beauregard,2,#f09151,B94-0014_G2-KFRY1-CUNN-2016-3-5-11,3,119,77.9,77.9,76,71,24.06,0.2,23.86,3.91,0.13,3.78,82.5,82.9,0.227,0.187,0.08,0.046,475.75,567.99,20,17.9172,4.39992,28.07784,4.0824,54.47736,50.39496
2016,16FRY10037CUN,CUN,06/09/16,10/06/16,Beauregard,2,#f09151,B94-0014_G2-KFRY1-CUNN-2016-3-5-9,3,119,77.9,77.9,76,71,24.06,0.2,23.86,3.91,0.13,3.78,82.5,82.9,0.227,0.187,0.08,0.046,475.75,567.99,20,,,,,,
2016,16FRY10037CUN,CUN,06/09/16,10/06/16,Beauregard,2,#f09151,B94-0014_G2-KFRY1-CUNN-2016-4-7-4,4,119,77.9,77.9,76,71,24.06,0.2,23.86,3.91,0.13,3.78,82.5,82.9,0.227,0.187,0.08,0.046,475.75,567.99,20,,,,,,33.47568
2016,16FRY10037CUN,CUN,06/09/16,10/06/16,Beauregard,2,#f09151,B94-0014_G2-KFRY1-CUNN-2016-4-8-1,4,119,77.9,77.9,76,71,24.06,0.2,23.86,3.91,0.13,3.78,82.5,82.9,0.227,0.187,0.08,0.046,475.75,567.99,20,,,,,,50.39496
2016,16NCF10024HCR,HCR,06/08/16,10/24/16,Beauregard,2,#f09151,B94-0014_G2-CFRY1-HCRS-2016-1-1-11,1,138,76.4,78.3,75,69,33.76,0.24,33.52,4.59,0.15,4.44,74.1,79.2,0.267,0.259,0.185,0.178,458.07,572.75,20,,,,,,41.18688
2016,16NCF10024HCR,HCR,06/08/16,10/24/16,Beauregard,2,#f09151,B94-0014_G2-CFRY1-HCRS-2016-2-4-3,1,138,76.4,78.3,75,69,33.76,0.24,33.52,4.59,0.15,4.44,74.1,79.2,0.267,0.259,0.185,0.178,458.07,572.75,20,,,,,,44.54352
2016,16NCF10024HCR,HCR,06/08/16,10/24/16,Beauregard,2,#f09151,B94-0014_G2-CFRY1-HCRS-2016-3-6-9,1,138,76.4,78.3,75,69,33.76,0.24,33.52,4.59,0.15,4.44,74.1,79.2,0.267,0.259,0.185,0.178,458.07,572.75,20,,,,,,31.47984
2016,16NCF10024HCR,HCR,06/08/16,10/24/16,Beauregard,2,#f09151,B94-0014_G2-CFRY1-HCRS-2016-4-7-5,1,138,76.4,78.3,75,69,33.76,0.24,33.52,4.59,0.15,4.44,74.1,79.2,0.267,0.259,0.185,0.178,458.07,572.75,20,,,,,,38.64672
2016,16NCGT0011HCR,HCR,06/17/16,09/27/16,Beauregard,2,#f09151,B94-0014_G2-CNCG-HCRS-2016-1-1-9,1,102,78.9,79.2,76,73,18.8,0.18,18.62,5.9,0.19,5.71,77.4,80.5,0.266,0.262,0.184,0.178,479.4,555.13,25,,,,,,
2016,16NCGT0011HCR,HCR,06/17/16,09/27/16,Beauregard,2,#f09151,B94-0014_G2-CNCG-HCRS-2016-2-2-2,1,102,78.9,79.2,76,73,18.8,0.18,18.62,5.9,0.19,5.71,77.4,80.5,0.266,0.262,0.184,0.178,479.4,555.13,25,16.46568,6.804,2.22264,0.09072,25.58304,25.49232
2016,16NCGT0011HCR,HCR,06/17/16,09/27/16,Beauregard,2,#f09151,B94-0014_G2-CNCG-HCRS-2016-3-3-10,1,102,78.9,79.2,76,73,18.8,0.18,18.62,5.9,0.19,5.71,77.4,80.5,0.266,0.262,0.184,0.178,479.4,555.13,25,23.814,6.89472,6.21432,8.70912,45.63216,36.92304
2016,16NCGT0011HCR,HCR,06/17/16,09/27/16,Beauregard,2,#f09151,B94-0014_G2-CNCG-HCRS-2016-4-4-1,1,102,78.9,79.2,76,73,18.8,0.18,18.62,5.9,0.19,5.71,77.4,80.5,0.266,0.262,0.184,0.178,479.4,555.13,25,21.546,7.2576,1.54224,8.30088,38.64672,30.34584
2016,16NCGT0011HCR,HCR,06/17/16,09/27/16,Beauregard,2,#f09151,B94-0014_G2-CNCG-HCRS-2016-5-5-5,1,102,78.9,79.2,76,73,18.8,0.18,18.62,5.9,0.19,5.71,77.4,80.5,0.266,0.262,0.184,0.178,479.4,555.13,25,22.4532,6.66792,5.12568,1.63296,35.87976,34.2468
2016,16NCGT0011HCR,HCR,06/17/16,09/27/16,Beauregard,2,#f09151,B94-0014_G2-CNCG-HCRS-2016-6-6-1,1,102,78.9,79.2,76,73,18.8,0.18,18.62,5.9,0.19,5.71,77.4,80.5,0.266,0.262,0.184,0.178,479.4,555.13,25,25.35624,5.94216,8.52768,3.26592,43.092,39.82608
2008,08SPEC0008HCR,HCR,06/13/08,10/23/08,Batas,,,08SPEC0008HCR_16_2_Batas,2,132,73.2,77,81,74,24.01,0.18,24.01,4.33,0.14,4.19,76.8,81.7,0.239,0.206,0.157,0.128,263.57,321.03,20,3.48,7.24,0,1.4,12.12,10.72
2008,08SPEC0008HCR,HCR,06/13/08,10/23/08,Batas,,,08SPEC0008HCR_20_3_Batas,3,132,73.2,77,81,74,24.01,0.18,24.01,4.33,0.14,4.19,76.8,81.7,0.239,0.206,0.157,0.128,263.57,321.03,20,2.29,9.8,0.53,6.26,18.87,12.61
2008,08SPEC0008HCR,HCR,06/13/08,10/23/08,Batas,,,08SPEC0008HCR_29_4_Batas,4,132,73.2,77,81,74,24.01,0.18,24.01,4.33,0.14,4.19,76.8,81.7,0.239,0.206,0.157,0.128,263.57,321.03,20,9.27,9.51,1.54,5.66,25.98,20.32
2008,08SPEC0008HCR,HCR,06/13/08,10/23/08,Batas,,,08SPEC0008HCR_8_1_Batas,1,132,73.2,77,81,74,24.01,0.18,24.01,4.33,0.14,4.19,76.8,81.7,0.239,0.206,0.157,0.128,263.57,321.03,20,4.61,10.12,0,1.27,16,14.73
2016,16OFYT0046JON,CUN,06/20/16,11/09/16,BayouBelle,2,#c35a3b,BayouBelle_G2-OFJONESPRC-OFJONES-2016--1-10,1,142,74.3,79.2,76,76,34.42,0.24,34.18,6.16,0.2,5.96,79.2,84.5,0.234,0.202,0.086,0.061,428.23,547,20,14.01624,0,0,5.94216,19.9584,14.01624
2013,13NCF20017CUN,CUN,06/05/13,10/22/13,BayouBelle,2,#c35a3b,13NCF20017CUN_25_2_BayouBelle_G2,2,139,73.9,76.2,78,78,22.28,0.16,22.12,10.31,0.33,9.98,80,80.1,0.297,0.124,0.166,0.063,412.71,466.8,20,25.03,3.32,12.54,2.5,43.39,40.89
2013,13NCF20017CUN,CUN,06/05/13,10/22/13,BayouBelle,2,#c35a3b,13NCF20017CUN_42_3_BayouBelle_G2,3,139,73.9,76.2,78,78,22.28,0.16,22.12,10.31,0.33,9.98,80,80.1,0.297,0.124,0.166,0.063,412.71,466.8,20,24.24,3.72,12.81,2.3,43.07,40.76
2013,13NCF20017CUN,CUN,06/05/13,10/22/13,BayouBelle,2,#c35a3b,13NCF20017CUN_6_1_BayouBelle_G2,1,139,73.9,76.2,78,78,22.28,0.16,22.12,10.31,0.33,9.98,80,80.1,0.297,0.124,0.166,0.063,412.71,466.8,20,20.03,4.24,3.9,2.79,30.97,28.17
2013,13NCF20017CUN,CUN,06/05/13,10/22/13,BayouBelle,2,#c35a3b,13NCF20017CUN_68_4_BayouBelle_G2,4,139,73.9,76.2,78,78,22.28,0.16,22.12,10.31,0.33,9.98,80,80.1,0.297,0.124,0.166,0.063,412.71,466.8,20,30.53,6.49,13.37,2.56,52.95,50.39
2014,14NCF20017CUN,CUN,06/04/14,10/14/14,BayouBelle,2,#c35a3b,14NCF20017CUN_25_2_BayouBelle_G2,2,132,75,77.9,77,75,35.8,0.27,35.53,15.94,0.51,15.43,82,83.1,0.215,0.212,0.088,0.092,442.94,560.25,20,25.03,3.32,12.54,2.5,43.39,40.89
2014,14NCF20017CUN,CUN,06/04/14,10/14/14,BayouBelle,2,#c35a3b,14NCF20017CUN_38_3_BayouBelle_G2,3,132,75,77.9,77,75,35.8,0.27,35.53,15.94,0.51,15.43,82,83.1,0.215,0.212,0.088,0.092,442.94,560.25,20,24.24,3.72,12.81,2.3,43.07,40.76
2014,14NCF20017CUN,CUN,06/04/14,10/14/14,BayouBelle,2,#c35a3b,14NCF20017CUN_63_4_BayouBelle_G2,4,132,75,77.9,77,75,35.8,0.27,35.53,15.94,0.51,15.43,82,83.1,0.215,0.212,0.088,0.092,442.94,560.25,20,30.53,6.49,13.37,2.56,52.95,50.39
2014,14NCF20017CUN,CUN,06/04/14,10/14/14,BayouBelle,2,#c35a3b,14NCF20017CUN_9_1_BayouBelle_G2,1,132,75,77.9,77,75,35.8,0.27,35.53,15.94,0.51,15.43,82,83.1,0.215,0.212,0.088,0.092,442.94,560.25,20,20.03,4.24,3.9,2.79,30.97,28.17
2017,17PRE20024CUN,CUN,06/07/17,10/09/17,BayouBelle,2,#c35a3b,17PRE224KIN_1008_4_BayouBell_G2,4,124,76,77.3,76,73,15.43,0.12,15.31,5.1,0.16,4.94,81.7,81.8,0.233,0.258,0.083,0.108,447.24,510.96,20,14.8097788,2.5287754,7.26597685,2.4777463,27.08227735,24.60453105
2017,17PRE20024CUN,CUN,06/07/17,10/09/17,BayouBelle,2,#c35a3b,17PRE224KIN_606_3_BayouBell_G2,3,124,76,77.3,76,73,15.43,0.12,15.31,5.1,0.16,4.94,81.7,81.8,0.233,0.258,0.083,0.108,447.24,510.96,20,11.93797445,2.2452804,6.42683165,2.29914445,22.90923095,20.6100865
2017,17PRE20024CUN,CUN,06/07/17,10/09/17,BayouBelle,2,#c35a3b,17PRE224KIN_703_2_BayouBell_G2,2,124,76,77.3,76,73,15.43,0.12,15.31,5.1,0.16,4.94,81.7,81.8,0.233,0.258,0.083,0.108,447.24,510.96,20,15.35125425,2.66201805,1.89658155,0.26932025,20.1791741,19.90985385
2017,17PRE20024CUN,CUN,06/07/17,10/09/17,BayouBelle,2,#c35a3b,17PRE224KIN_801_1_BayouBell_G2,1,124,76,77.3,76,73,15.43,0.12,15.31,5.1,0.16,4.94,81.7,81.8,0.233,0.258,0.083,0.108,447.24,510.96,20,15.02240005,1.7803486,4.592619,1.61308655,23.0084542,21.39536765
2014,14NCGT0008CUN,CUN,05/29/14,09/29/14,BayouBelle,2,#c35a3b,14NCGT0008CUN_13_3_BayouBelle_G2,3,123,75.6,76.3,77,73,35.37,0.29,35.08,11.56,0.37,11.19,82.6,81.9,0.21,0.176,0.088,0.067,455.77,543.39,25,36.69,5.9,29.12,27.96,99.66,71.7
2014,14NCGT0008CUN,CUN,05/29/14,09/29/14,BayouBelle,2,#c35a3b,14NCGT0008CUN_21_4_BayouBelle_G2,4,123,75.6,76.3,77,73,35.37,0.29,35.08,11.56,0.37,11.19,82.6,81.9,0.21,0.176,0.088,0.067,455.77,543.39,25,27.89,6.26,32.65,12.2,79,66.8
2014,14NCGT0008CUN,CUN,05/29/14,09/29/14,BayouBelle,2,#c35a3b,14NCGT0008CUN_3_2_BayouBelle_G2,2,123,75.6,76.3,77,73,35.37,0.29,35.08,11.56,0.37,11.19,82.6,81.9,0.21,0.176,0.088,0.067,455.77,543.39,25,14.85,8.44,16.96,22.79,63.04,40.25
2014,14NCGT0008CUN,CUN,05/29/14,09/29/14,BayouBelle,2,#c35a3b,14NCGT0008CUN_35_5_BayouBelle_G2,5,123,75.6,76.3,77,73,35.37,0.29,35.08,11.56,0.37,11.19,82.6,81.9,0.21,0.176,0.088,0.067,455.77,543.39,25,22.09,5.17,33.95,11.63,72.83,61.2
2014,14NCGT0008CUN,CUN,05/29/14,09/29/14,BayouBelle,2,#c35a3b,14NCGT0008CUN_44_6_BayouBelle_G2,6,123,75.6,76.3,77,73,35.37,0.29,35.08,11.56,0.37,11.19,82.6,81.9,0.21,0.176,0.088,0.067,455.77,543.39,25,31.25,2.7,37.98,14.31,86.24,71.93
2016,16FRY10037CUN,CUN,06/09/16,10/06/16,BayouBelle,2,#c35a3b,BayouBelle_G2-KFRY1-CUNN-2016-1-1-5,1,119,77.9,77.9,76,71,24.06,0.2,23.86,3.91,0.13,3.78,82.5,82.9,0.227,0.187,0.08,0.046,475.75,567.99,20,12.97296,6.39576,34.7004,8.57304,62.64216,54.06912
2016,16FRY10037CUN,CUN,06/09/16,10/06/16,BayouBelle,2,#c35a3b,BayouBelle_G2-KFRY1-CUNN-2016-2-3-9,2,119,77.9,77.9,76,71,24.06,0.2,23.86,3.91,0.13,3.78,82.5,82.9,0.227,0.187,0.08,0.046,475.75,567.99,20,29.9376,4.49064,20.77488,6.71328,61.9164,55.20312
2016,16FRY10037CUN,CUN,06/09/16,10/06/16,BayouBelle,2,#c35a3b,BayouBelle_G2-KFRY1-CUNN-2016-3-6-1,3,119,77.9,77.9,76,71,24.06,0.2,23.86,3.91,0.13,3.78,82.5,82.9,0.227,0.187,0.08,0.046,475.75,567.99,20,14.78736,4.35456,10.79568,11.843496,41.781096,29.9376
2016,16FRY10037CUN,CUN,06/09/16,10/06/16,BayouBelle,2,#c35a3b,BayouBelle_G2-KFRY1-CUNN-2016-4-8-7,4,119,77.9,77.9,76,71,24.06,0.2,23.86,3.91,0.13,3.78,82.5,82.9,0.227,0.187,0.08,0.046,475.75,567.99,20,22.58928,6.62256,29.52936,7.12152,65.86272,58.7412
2015,15NCF20012CUN,CUN,06/25/15,10/21/15,BayouBelle,2,#c35a3b,15NCF20012CUN_16_2_BayouBelle_G2,2,118,74.1,79.8,76,73,20.67,0.17,20.5,7.87,0.25,7.62,80.6,84.7,0.17,0.125,0.041,0.012,417.68,541.69,20,20.63,3.03,21.28,7.71,52.64,44.93
2015,15NCF20012CUN,CUN,06/25/15,10/21/15,BayouBelle,2,#c35a3b,15NCF20012CUN_29_3_BayouBelle_G2,3,118,74.1,79.8,76,73,20.67,0.17,20.5,7.87,0.25,7.62,80.6,84.7,0.17,0.125,0.041,0.012,417.68,541.69,20,26.78,0,17.11,5.95,49.83,43.88
2015,15NCF20012CUN,CUN,06/25/15,10/21/15,BayouBelle,2,#c35a3b,15NCF20012CUN_38_4_BayouBelle_G2,4,118,74.1,79.8,76,73,20.67,0.17,20.5,7.87,0.25,7.62,80.6,84.7,0.17,0.125,0.041,0.012,417.68,541.69,20,27.32,3.74,9.63,6.48,47.17,40.69
2015,15NCF20012CUN,CUN,06/25/15,10/21/15,BayouBelle,2,#c35a3b,15NCF20012CUN_8_1_BayouBelle_G2,1,118,74.1,79.8,76,73,20.67,0.17,20.5,7.87,0.25,7.62,80.6,84.7,0.17,0.125,0.041,0.012,417.68,541.69,20,19.63,4.59,13.28,8.18,45.68,37.5
2015,15NCF10014CUN,CUN,06/25/15,10/19/15,BayouBelle,2,#c35a3b,15NCF10014CUN_11_1_BayouBelle_G2,1,116,74.5,79.8,76,73,20.67,0.18,20.49,7.87,0.25,7.62,80.9,84.7,0.17,0.125,0.041,0.012,418.25,541.69,20,23.38,4.79,10.2,7.56,45.93,38.37
